PRODUCT_NAME,PRODUCT_ID,PT_NAME,PT_CODE,SOC_NAME,CUMM_SPONT_COUNT,NEW_SPONT_COUNT,CUMM_STUDY_COUNT,NEW_STUDY_COUNT,CUMM_SERIOUS_COUNT,NEW_SERIOUS_COUNT,CUMM_FATAL_COUNT,NEW_FATAL_COUNT,FLAG_RECHAL,FLAG_DECHAL,FLAG_PREG,FLAG_LABEL,FLAG_CONSERVATIVE_RELATEDNESS
Harvoni,27593,Ocular icterus,10058117,Hepat,4,4,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Hypertransaminasaemia,10068237,Hepat,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Feeling hot,10016334,Genrl,8,8,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Hunger,10020466,Genrl,3,3,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Thirst,10043458,Genrl,7,7,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Hepatitis,10019717,Hepat,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Gastric antral vascular ectasia,10051585,Gastr,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Platelet count abnormal,10035526,Inv,5,5,0,0,5,5,0,0,No,No,No,No,No
Harvoni,27593,Maternal exposure before pregnancy,10071406,Inj&P,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Maternal exposure during pregnancy,10071408,Inj&P,32,32,0,0,4,4,0,0,No,No,No,No,No
Harvoni,27593,Frequent bowel movements,10017367,Gastr,2,2,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Oral discomfort,10030973,Gastr,3,3,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Duodenal ulcer haemorrhage,10013839,Gastr,5,5,0,0,5,5,0,0,No,No,No,No,No
Harvoni,27593,Road traffic accident,10039203,Inj&P,9,9,0,0,7,7,2,2,No,No,No,No,No
Harvoni,27593,Pregnancy test false positive,10036573,Inv,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Diabetes mellitus inadequate control,10012607,Metab,5,5,0,0,5,5,1,1,No,No,No,No,No
Harvoni,27593,Heart rate irregular,10019304,Inv,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Intestinal obstruction,10022687,Gastr,7,7,0,0,7,7,1,1,No,No,No,No,No
Harvoni,27593,Cholangitis acute,10008605,Hepat,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Oesophageal stenosis,10030194,Gastr,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Gastrointestinal inflammation,10064147,Gastr,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Haemoglobin decreased,10018884,Inv,48,48,0,0,39,39,2,2,No,No,No,No,No
Harvoni,27593,Hepatic enzyme abnormal,10062685,Inv,6,6,0,0,4,4,0,0,No,No,No,No,No
Harvoni,27593,Blood alkaline phosphatase abnormal,10059571,Inv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Thyroiditis,10043778,Endo,4,4,0,0,4,4,0,0,No,No,No,No,No
Harvoni,27593,Spinal compression fracture,10041541,Inj&P,6,6,0,0,6,6,0,0,No,No,No,No,No
Harvoni,27593,Intervertebral disc injury,10055040,Inj&P,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Joint injury,10060820,Inj&P,2,2,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Alcohol poisoning,10001605,Inj&P,3,3,0,0,3,3,1,1,No,No,No,No,No
Harvoni,27593,Photophobia,10034960,Eye,9,9,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Melaena,10027141,Gastr,12,12,0,0,12,12,4,4,No,No,No,No,No
Harvoni,27593,Infection susceptibility increased,10021866,Infec,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Zoonosis,10048282,Infec,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Pharyngitis streptococcal,10034839,Infec,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Gastrointestinal polyp haemorrhage,10074437,Gastr,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Pulmonary sepsis,10051739,Infec,2,2,0,0,2,2,1,1,No,No,No,No,No
Harvoni,27593,Arterial disorder,10060963,Vasc,1,1,0,0,1,1,1,1,No,No,No,No,No
Harvoni,27593,Acute coronary syndrome,10051592,Card,4,4,0,0,4,4,1,1,No,No,No,No,No
Harvoni,27593,Anaphylactic shock,10002199,Immun,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Pleural effusion,10035598,Resp,11,11,0,0,11,11,2,2,No,No,No,No,No
Harvoni,27593,Menstruation irregular,10027339,Repro,2,2,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Product coating issue,10069222,Prod,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Product shape issue,10069223,Prod,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Arterial rupture,10003173,Vasc,2,2,0,0,2,2,1,1,No,No,No,No,No
Harvoni,27593,Amenorrhoea,10001928,Repro,2,2,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Hydronephrosis,10020524,Renal,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Suffocation feeling,10042444,Resp,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Dry throat,10013789,Resp,4,4,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Rhinorrhoea,10039101,Resp,2,2,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Sneezing,10041232,Resp,3,3,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Vitreous haemorrhage,10047655,Eye,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Ear haemorrhage,10014009,Ear,3,3,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Otorrhoea,10033101,Ear,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Eye swelling,10015967,Eye,8,8,0,0,3,3,0,0,No,No,No,No,No
Harvoni,27593,Constipation,10010774,Gastr,63,63,0,0,24,24,1,1,No,No,No,No,No
Harvoni,27593,Alveolitis,10001889,Resp,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Pneumonitis,10035742,Resp,5,5,0,0,5,5,0,0,No,No,No,No,No
Harvoni,27593,Chromaturia,10008796,Renal,13,13,0,0,3,3,0,0,No,No,No,No,No
Harvoni,27593,Skin disorder,10040831,Skin,7,7,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Skin reaction,10040914,Skin,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Focal segmental glomerulosclerosis,10067757,Renal,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Macular degeneration,10025409,Eye,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Bleeding varicose vein,10005144,Vasc,2,2,0,0,2,2,2,2,No,No,No,No,No
Harvoni,27593,Sleep disorder,10040984,Psych,31,31,0,0,11,11,0,0,No,No,No,No,No
Harvoni,27593,Putamen haemorrhage,10058940,Nerv,5,5,0,0,5,5,0,0,No,No,No,No,No
Harvoni,27593,Abulia,10050013,Psych,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Abnormal loss of weight,10000159,Metab,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Creatinine renal clearance decreased,10011372,Inv,8,8,0,0,5,5,0,0,No,No,No,No,No
Harvoni,27593,Glomerular filtration rate decreased,10018358,Inv,39,39,0,0,33,33,0,0,No,No,No,No,No
Harvoni,27593,Abortion missed,10000230,Preg,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Seasonal allergy,10048908,Immun,4,4,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Perennial allergy,10069493,Immun,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Restless legs syndrome,10058920,Nerv,4,4,0,0,3,3,0,0,No,No,No,No,No
Harvoni,27593,Basal cell carcinoma,10004146,Neopl,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Cerebrovascular accident,10008190,Nerv,23,23,0,0,23,23,1,1,No,No,No,No,No
Harvoni,27593,Emotional disorder,10014551,Psych,15,15,0,0,11,11,0,0,No,No,No,No,No
Harvoni,27593,Euphoric mood,10015535,Psych,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Mood swings,10027951,Psych,14,14,0,0,4,4,0,0,No,No,No,No,No
Harvoni,27593,Glomerulonephritis,10018364,Renal,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Nephrotic syndrome,10029164,Renal,11,11,0,0,11,11,0,0,No,No,No,No,No
Harvoni,27593,Seizure,10039906,Nerv,27,27,0,0,27,27,5,5,No,No,No,No,No
Harvoni,27593,Peripheral coldness,10034568,Vasc,2,2,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Facial paresis,10051267,Nerv,2,2,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Anal pruritus,10068172,Gastr,2,2,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Coordination abnormal,10010947,Nerv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Nystagmus,10029864,Nerv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Lactic acidosis,10023676,Metab,9,9,0,0,9,9,3,3,No,No,No,No,No
Harvoni,27593,Rash papular,10037876,Skin,14,14,0,0,7,7,0,0,No,No,No,No,No
Harvoni,27593,Nervous system disorder,10029202,Nerv,2,2,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Nerve injury,10052897,Inj&P,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Fear of death,10066392,Psych,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Peripheral nerve paresis,10071663,Nerv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Incorrect dosage administered,10073768,Inj&P,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Cardiovascular disorder,10007649,Card,2,2,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Pre-existing condition improved,10036495,Genrl,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Musculoskeletal stiffness,10052904,Musc,12,12,0,0,4,4,0,0,No,No,No,No,No
Harvoni,27593,Papillary thyroid cancer,10033701,Neopl,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Altered state of consciousness,10001854,Nerv,5,5,0,0,5,5,4,4,No,No,No,No,No
Harvoni,27593,Blood magnesium decreased,10005654,Inv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Polydipsia,10036067,Metab,2,2,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Hyperkalaemia,10020646,Metab,14,14,0,0,10,10,1,1,No,No,No,No,No
Harvoni,27593,Gastric pH increased,10060040,Inv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,White blood cells urine positive,10047967,Inv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Hallucination, visual,10019075,Psych,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Mental status changes,10048294,Psych,8,8,0,0,8,8,1,1,No,No,No,No,No
Harvoni,27593,Body temperature increased,10005911,Inv,2,2,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Respiratory rate increased,10038712,Inv,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Cytomegalovirus test positive,10051620,Inv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Device issue,10069868,Genrl,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Coma,10010071,Nerv,7,7,0,0,7,7,2,2,No,No,No,No,No
Harvoni,27593,Insomnia,10022437,Psych,189,189,0,0,50,50,3,3,No,No,No,No,No
Harvoni,27593,Middle insomnia,10027590,Psych,3,3,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Optic nerve injury,10030938,Inj&P,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Thyroid function test abnormal,10043730,Inv,3,3,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Blood thyroid stimulating hormone abnormal,10005830,Inv,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Paranoia,10033864,Psych,9,9,0,0,8,8,0,0,No,No,No,No,No
Harvoni,27593,Supraventricular extrasystoles,10042602,Card,4,4,0,0,4,4,0,0,No,No,No,No,No
Harvoni,27593,Blood oestrogen increased,10005688,Inv,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Blood testosterone increased,10005815,Inv,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Hepatomegaly,10019842,Hepat,3,3,0,0,2,2,1,1,No,No,No,No,No
Harvoni,27593,Viral load increased,10062180,Inv,8,8,0,0,7,7,0,0,No,No,No,No,No
Harvoni,27593,Wound infection bacterial,10065240,Infec,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Dysentery,10051402,Infec,3,3,0,0,3,3,0,0,No,No,No,No,No
Harvoni,27593,Acute sinusitis,10001076,Infec,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Sinusitis,10040753,Infec,15,15,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Condition aggravated,10010264,Genrl,15,15,0,0,13,13,0,0,No,No,No,No,No
Harvoni,27593,Multiple allergies,10028164,Immun,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Faecaloma,10056325,Gastr,1,1,0,0,1,1,1,1,No,No,No,No,No
Harvoni,27593,Blood urine present,10018870,Inv,2,2,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Hypophosphataemia,10021058,Metab,8,8,0,0,7,7,0,0,No,No,No,No,No
Harvoni,27593,Blood lactic acid increased,10005635,Inv,2,2,0,0,2,2,1,1,No,No,No,No,No
Harvoni,27593,Joint swelling,10023232,Musc,18,18,0,0,7,7,0,0,No,No,No,No,No
Harvoni,27593,Dental caries,10012318,Gastr,5,5,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Gingival disorder,10018280,Gastr,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Foetal growth restriction,10070531,Preg,1,1,0,0,1,1,1,1,No,No,No,No,No
Harvoni,27593,Bradycardia,10006093,Card,47,47,0,0,41,41,1,1,No,No,No,No,No
Harvoni,27593,Cardiac flutter,10052840,Card,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Adverse drug reaction,10061623,Genrl,3,3,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Arthritis bacterial,10053555,Infec,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Haemolytic anaemia,10018916,Blood,6,6,0,0,6,6,1,1,No,No,No,No,No
Harvoni,27593,Helicobacter infection,10054263,Infec,4,4,0,0,4,4,0,0,No,No,No,No,No
Harvoni,27593,Staphylococcal sepsis,10056430,Infec,4,4,0,0,4,4,3,3,No,No,No,No,No
Harvoni,27593,Staphylococcal infection,10058080,Infec,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Bacteraemia,10003997,Infec,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Faeces soft,10074859,Gastr,2,2,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Product taste abnormal,10069227,Genrl,2,2,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Breath odour,10006326,Gastr,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Face oedema,10016029,Genrl,7,7,0,0,7,7,0,0,No,No,No,No,No
Harvoni,27593,Gravitational oedema,10018713,Genrl,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Oedema,10030095,Genrl,17,17,0,0,9,9,2,2,No,No,No,No,No
Harvoni,27593,Virologic failure,10065648,Infec,3,3,0,0,3,3,0,0,No,No,No,No,No
Harvoni,27593,Viral myositis,10051512,Infec,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Hepatic lesion,10061998,Hepat,9,9,0,0,7,7,0,0,No,No,No,No,No
Harvoni,27593,Haemorrhagic hepatic cyst,10067796,Hepat,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Leukocytosis,10024378,Blood,3,3,0,0,2,2,1,1,No,No,No,No,No
Harvoni,27593,Knee operation,10049548,Surg,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Blepharitis,10005148,Eye,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Left ventricular hypertrophy,10049773,Card,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Nasal oedema,10028750,Resp,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Systemic candida,10042938,Infec,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Product label confusion,10069273,Genrl,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Night sweats,10029410,Skin,7,7,0,0,1,1,1,1,No,No,No,No,No
Harvoni,27593,Cardiac failure,10007554,Card,19,19,0,0,19,19,3,3,No,No,No,No,No
Harvoni,27593,Bone marrow failure,10065553,Blood,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Vertigo positional,10047348,Ear,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Low density lipoprotein abnormal,10024901,Inv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Low density lipoprotein increased,10024910,Inv,3,3,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Lung adenocarcinoma,10025031,Neopl,3,3,0,0,3,3,2,2,No,No,No,No,No
Harvoni,27593,Posterior reversible encephalopathy syndrome,10071066,Nerv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Brain oedema,10048962,Nerv,2,2,0,0,2,2,1,1,No,No,No,No,No
Harvoni,27593,Seizure like phenomena,10071048,Nerv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Malignant pleural effusion,10026673,Neopl,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Multiple sclerosis relapse,10048393,Nerv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Granulocyte count increased,10018683,Inv,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Immune thrombocytopenic purpura,10074667,Blood,9,9,0,0,9,9,5,5,No,No,No,No,No
Harvoni,27593,Left ventricular failure,10024119,Card,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Primary hypothyroidism,10036697,Endo,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Blood pressure fluctuation,10005746,Vasc,5,5,0,0,3,3,0,0,No,No,No,No,No
Harvoni,27593,Hypovolaemic shock,10021138,Vasc,4,4,0,0,4,4,4,4,No,No,No,No,No
Harvoni,27593,Mental impairment,10027374,Nerv,8,8,0,0,5,5,0,0,No,No,No,No,No
Harvoni,27593,Cognitive disorder,10057668,Nerv,19,19,0,0,19,19,0,0,No,No,No,No,No
Harvoni,27593,Fanconi syndrome,10016219,Cong,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Gastric bypass,10061966,Surg,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Nephrectomy,10029116,Surg,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Shock,10040560,Vasc,3,3,0,0,3,3,2,2,No,No,No,No,No
Harvoni,27593,Retinal vein thrombosis,10038908,Eye,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Umbilical hernia,10045458,Gastr,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Meningoencephalitis herpetic,10027285,Infec,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Pneumothorax,10035759,Resp,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Hepatic hydrothorax,10067365,Resp,1,1,0,0,1,1,1,1,No,No,No,No,No
Harvoni,27593,Pulmonary thrombosis,10037437,Resp,1,1,0,0,1,1,1,1,No,No,No,No,No
Harvoni,27593,Hepatopulmonary syndrome,10052274,Resp,3,3,0,0,3,3,0,0,No,No,No,No,No
Harvoni,27593,Eczema,10014184,Skin,9,9,0,0,6,6,0,0,No,No,No,No,No
Harvoni,27593,Eczema asteatotic,10014190,Skin,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Hypertension,10020772,Vasc,80,80,0,0,56,56,0,0,No,No,No,No,No
Harvoni,27593,Neoplasm,10028980,Neopl,2,2,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,B-cell lymphoma,10003899,Neopl,2,2,0,0,2,2,1,1,No,No,No,No,No
Harvoni,27593,Major depression,10057840,Psych,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Rash generalised,10037858,Skin,18,18,0,0,8,8,0,0,No,No,No,No,No
Harvoni,27593,Organising pneumonia,10067472,Resp,1,1,0,0,1,1,1,1,No,No,No,No,No
Harvoni,27593,Pharyngeal haemorrhage,10034827,Resp,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Arthritis,10003246,Musc,11,11,0,0,4,4,0,0,No,No,No,No,No
Harvoni,27593,Delusional disorder, unspecified type,10012255,Psych,2,2,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Pollakiuria,10036018,Renal,6,6,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Urinary hesitation,10046542,Renal,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Urinary incontinence,10046543,Renal,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Ovarian mass,10058823,Repro,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Cold sweat,10009866,Skin,12,12,0,0,10,10,0,0,No,No,No,No,No
Harvoni,27593,Restlessness,10038743,Psych,6,6,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Conduct disorder,10064478,Psych,4,4,0,0,4,4,0,0,No,No,No,No,No
Harvoni,27593,Distractibility,10013486,Psych,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Erectile dysfunction,10061461,Repro,7,7,0,0,3,3,0,0,No,No,No,No,No
Harvoni,27593,Renal failure,10038435,Renal,42,42,0,0,42,42,8,8,No,No,No,No,No
Harvoni,27593,Chronic lymphocytic leukaemia,10008958,Neopl,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Aortic dissection rupture,10068119,Vasc,1,1,0,0,1,1,1,1,No,No,No,No,No
Harvoni,27593,Paraesthesia,10033775,Nerv,31,31,0,0,19,19,0,0,No,No,No,No,No
Harvoni,27593,Pathological fracture,10034156,Musc,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Soft tissue necrosis,10065769,Musc,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Psoriasis,10037153,Skin,10,10,0,0,7,7,0,0,No,No,No,No,No
Harvoni,27593,Verbal abuse,10055166,SocCi,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Activated partial thromboplastin time prolonged,10000636,Inv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Alanine aminotransferase decreased,10001549,Inv,2,2,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Aspartate aminotransferase increased,10003481,Inv,20,20,0,0,14,14,0,0,No,No,No,No,No
Harvoni,27593,Foaming at mouth,10062654,Genrl,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Gallbladder polyp,10049704,Hepat,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Hepatic function abnormal,10019670,Hepat,12,12,0,0,11,11,0,0,No,No,No,No,No
Harvoni,27593,Acute hepatic failure,10000804,Hepat,12,12,0,0,12,12,7,7,No,No,No,No,No
Harvoni,27593,Vomiting,10047700,Gastr,148,148,0,0,86,86,10,10,No,No,No,No,No
Harvoni,27593,Regurgitation,10067171,Gastr,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Injection site urticaria,10022107,Genrl,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Chills,10008531,Genrl,21,21,0,0,7,7,1,1,No,No,No,No,No
Harvoni,27593,Hangover,10019133,Genrl,2,2,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Hepatotoxicity,10019851,Hepat,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Platelet count increased,10051608,Inv,2,2,0,0,1,1,1,1,No,No,No,No,No
Harvoni,27593,Accident at home,10000370,Inj&P,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Foetal exposure during pregnancy,10071404,Inj&P,5,5,0,0,4,4,1,1,No,No,No,No,No
Harvoni,27593,Exposure during pregnancy,10073513,Inj&P,8,8,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Water intoxication,10047837,Metab,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Complications of transplanted liver,10010186,Inj&P,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Sensitivity of teeth,10040012,Gastr,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Dental pulp disorder,10012328,Gastr,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Secretion discharge,10053459,Genrl,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Vulvovaginal mycotic infection,10064899,Infec,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Non-alcoholic steatohepatitis,10053219,Hepat,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Gastrointestinal motility disorder,10061173,Gastr,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Paraesthesia oral,10057372,Gastr,6,6,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Oral mucosal blistering,10030995,Gastr,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Dysplasia,10058314,Genrl,2,2,0,0,2,2,0,0,No,No,No,No,No
Harvoni,27593,Mass,10026865,Genrl,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Hernia perforation,10075255,Genrl,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Systemic inflammatory response syndrome,10051379,Genrl,3,3,0,0,3,3,1,1,No,No,No,No,No
Harvoni,27593,Acute on chronic liver failure,10077305,Hepat,2,2,0,0,2,2,1,1,No,No,No,No,No
Harvoni,27593,Oesophageal ulcer,10030201,Gastr,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Medication error,10027091,Inj&P,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Antineutrophil cytoplasmic antibody increased,10060138,Inv,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Anal squamous cell carcinoma,10073358,Neopl,1,1,0,0,1,1,1,1,No,No,No,No,No
Harvoni,27593,Increased insulin requirement,10021664,Metab,1,1,0,0,0,0,0,0,No,No,No,No,No
Harvoni,27593,Fractured ischium,10017290,Inj&P,1,1,0,0,1,1,1,1,No,No,No,No,No
Harvoni,27593,Rotator cuff syndrome,10039227,Musc,1,1,0,0,1,1,0,0,No,No,No,No,No
Harvoni,27593,Sluggishness,10041052,Genrl,2,2,0,0,1,1,0,0,No,No,No,No,No
